Protein	Gene	Cluster	Complex	Detected	Abundance_Change	LiP_Change	FiLiP_Change	high_confidence_FiLiP	Gcn5_target	SAGA_transcript
Q06488	RSC2	8	RSC complex variant RSC2|2|16;RSC complex variant RSC1|2|16	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q06639	RSC3	8	RSC complex variant RSC2|2|16;RSC complex variant RSC1|2|16	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q07979	RSC58	8	RSC complex variant RSC2|2|16;RSC complex variant RSC1|2|16	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Q9URQ5	HTL1	8	RSC complex variant RSC2|2|16;RSC complex variant RSC1|2|16	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P53236	RSC1	8	RSC complex variant RSC2|2|16;RSC complex variant RSC1|2|16	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P25298	RNA14	60	mRNA cleavage factor complex CF I|1|9	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P25299	RNA15	60	mRNA cleavage factor complex CF I|1|9	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P39081	PCF11	60	mRNA cleavage factor complex CF I|1|9	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Q08685	CLP1	60	mRNA cleavage factor complex CF I|1|9	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q99383	HRP1	60	mRNA cleavage factor complex CF I|1|9	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
P29539	RIF1	7	RAP1-GCR1-GCR2 transcription activation complex|1|3;Telosome|1|3;RAP1-GCR1 transcription activation complex|1|2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q06208	RIF2	7	RAP1-GCR1-GCR2 transcription activation complex|1|3;Telosome|1|3;RAP1-GCR1 transcription activation complex|1|2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P53201	SWC4	30	INO80 chromatin remodeling complex|2|15;Swr1 chromatin remodelling complex|1| 6;NuA4 histone acetyltransferase complex|1| 5;NuA3 histone acetyltransferase complex|1| 2;Transcription factor TFIIF complex|1| 1;SWI/SNF chromatin remodelling complex|1| 1;General transcription factor complex TFIID|1| 1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
P53930	YAF9	30	INO80 chromatin remodeling complex|2|15;Swr1 chromatin remodelling complex|1| 6;NuA4 histone acetyltransferase complex|1| 5;NuA3 histone acetyltransferase complex|1| 2;Transcription factor TFIIF complex|1| 1;SWI/SNF chromatin remodelling complex|1| 1;General transcription factor complex TFIID|1| 1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P12612	TCP1	52	Chaperonin-containing T-complex|3|8	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P39076	CCT2	52	Chaperonin-containing T-complex|3|8	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
P39077	CCT3	52	Chaperonin-containing T-complex|3|8	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P39078	CCT4	52	Chaperonin-containing T-complex|3|8	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P39079	CCT6	52	Chaperonin-containing T-complex|3|8	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P40413	CCT5	52	Chaperonin-containing T-complex|3|8	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
P42943	CCT7	52	Chaperonin-containing T-complex|3|8	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P47079	CCT8	52	Chaperonin-containing T-complex|3|8	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
O13563	RPN13	72	26S Proteasome complex|13|33	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
O94742	SEM1	72	26S Proteasome complex|13|33	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P21242	PRE10	72	26S Proteasome complex|13|33	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
P21243	SCL1	72	26S Proteasome complex|13|33	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE
P22141	PRE1	72	26S Proteasome complex|13|33	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
P23638	PRE9	72	26S Proteasome complex|13|33	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P23639	PRE8	72	26S Proteasome complex|13|33	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P23724	PRE7	72	26S Proteasome complex|13|33	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
P25043	PUP1	72	26S Proteasome complex|13|33	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P25451	PUP3	72	26S Proteasome complex|13|33	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P30656	PRE2	72	26S Proteasome complex|13|33	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P30657	PRE4	72	26S Proteasome complex|13|33	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P32379	PUP2	72	26S Proteasome complex|13|33	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P32496	RPN12	72	26S Proteasome complex|13|33	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
P32565	RPN2	72	26S Proteasome complex|13|33	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
P33297	RPT5	72	26S Proteasome complex|13|33	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE
P33298	RPT3	72	26S Proteasome complex|13|33	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE
P33299	RPT1	72	26S Proteasome complex|13|33	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
P38624	PRE3	72	26S Proteasome complex|13|33	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
P38764	RPN1	72	26S Proteasome complex|13|33	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
P38886	RPN10	72	26S Proteasome complex|13|33	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
P40016	RPN3	72	26S Proteasome complex|13|33	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
P40302	PRE5	72	26S Proteasome complex|13|33	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
P40303	PRE6	72	26S Proteasome complex|13|33	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P40327	RPT2	72	26S Proteasome complex|13|33	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
P43588	RPN11	72	26S Proteasome complex|13|33	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P53549	RPT4	72	26S Proteasome complex|13|33	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
Q01939	RPT6	72	26S Proteasome complex|13|33	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE
Q04062	RPN9	72	26S Proteasome complex|13|33	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE
Q06103	RPN7	72	26S Proteasome complex|13|33	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
Q08723	RPN8	72	26S Proteasome complex|13|33	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
Q12250	RPN5	72	26S Proteasome complex|13|33	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE
Q12377	RPN6	72	26S Proteasome complex|13|33	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
P20606	SAR1	10	COPII vesicle coat complex|3|4;SEC23-LST1 COPII cargo recruitment complex|1|2	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
P38968	SEC31	10	COPII vesicle coat complex|3|4;SEC23-LST1 COPII cargo recruitment complex|1|2	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE
P40482	SEC24	10	COPII vesicle coat complex|3|4;SEC23-LST1 COPII cargo recruitment complex|1|2	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P04051	RPO31	31	DNA-directed RNA polymerase III complex|5|17;DNA-directed RNA Polymerase I complex|5|14;DNA-directed RNA polymerase II complex|3|10	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P17890	RPC31	31	DNA-directed RNA polymerase III complex|5|17;DNA-directed RNA Polymerase I complex|5|14;DNA-directed RNA polymerase II complex|3|10	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P22276	RET1	31	DNA-directed RNA polymerase III complex|5|17;DNA-directed RNA Polymerase I complex|5|14;DNA-directed RNA polymerase II complex|3|10	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P25441	RPC53	31	DNA-directed RNA polymerase III complex|5|17;DNA-directed RNA Polymerase I complex|5|14;DNA-directed RNA polymerase II complex|3|10	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P32349	RPC82	31	DNA-directed RNA polymerase III complex|5|17;DNA-directed RNA Polymerase I complex|5|14;DNA-directed RNA polymerase II complex|3|10	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
P32910	RPC34	31	DNA-directed RNA polymerase III complex|5|17;DNA-directed RNA Polymerase I complex|5|14;DNA-directed RNA polymerase II complex|3|10	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P35718	RPC25	31	DNA-directed RNA polymerase III complex|5|17;DNA-directed RNA Polymerase I complex|5|14;DNA-directed RNA polymerase II complex|3|10	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
P36121	RPC37	31	DNA-directed RNA polymerase III complex|5|17;DNA-directed RNA Polymerase I complex|5|14;DNA-directed RNA polymerase II complex|3|10	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P47076	RPC17	31	DNA-directed RNA polymerase III complex|5|17;DNA-directed RNA Polymerase I complex|5|14;DNA-directed RNA polymerase II complex|3|10	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q04307	RPC11	31	DNA-directed RNA polymerase III complex|5|17;DNA-directed RNA Polymerase I complex|5|14;DNA-directed RNA polymerase II complex|3|10	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P04050	RPO21	31	DNA-directed RNA polymerase III complex|5|17;DNA-directed RNA Polymerase I complex|5|14;DNA-directed RNA polymerase II complex|3|10	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P08518	RPB2	31	DNA-directed RNA polymerase III complex|5|17;DNA-directed RNA Polymerase I complex|5|14;DNA-directed RNA polymerase II complex|3|10	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P16370	RPB3	31	DNA-directed RNA polymerase III complex|5|17;DNA-directed RNA Polymerase I complex|5|14;DNA-directed RNA polymerase II complex|3|10	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P27999	RPB9	31	DNA-directed RNA polymerase III complex|5|17;DNA-directed RNA Polymerase I complex|5|14;DNA-directed RNA polymerase II complex|3|10	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P38902	RPB11	31	DNA-directed RNA polymerase III complex|5|17;DNA-directed RNA Polymerase I complex|5|14;DNA-directed RNA polymerase II complex|3|10	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
P29547	CAM1	39	Elongation Factor eEF1 complex, variant TEF4|3|3;Elongation Factor eEF1 complex, variant CAM1|3|3	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
P33755	NPL4	29	Ribosome quality control complex|1|6;CDC48-NPL4-UFD1 AAA ATPase complex|1|3;CDC48-NPL4-VMS1 AAA ATPase complex|1|3;CDC48-CDC23-UFD2 complex|1|1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P53044	UFD1	29	Ribosome quality control complex|1|6;CDC48-NPL4-UFD1 AAA ATPase complex|1|3;CDC48-NPL4-VMS1 AAA ATPase complex|1|3;CDC48-CDC23-UFD2 complex|1|1	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Q04952	FKS3	21	1,3-beta-D-glucan synthase complex, FKS1-RHO1 variant|1|2;1,3-beta-D-glucan synthase complex, FKS2-RHO1 variant|1|2;1,3-beta-D-glucan synthase complex, FKS3-RHO1 variant|1|2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P31382	PMT2	36	PMT1-PMT2 dolichyl-phosphate-mannose-protein mannosyltransferase complex|1|2;PMT1-PMT3 dolichyl-phosphate-mannose-protein mannosyltransferase complex|1|2	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
P33775	PMT1	36	PMT1-PMT2 dolichyl-phosphate-mannose-protein mannosyltransferase complex|1|2;PMT1-PMT3 dolichyl-phosphate-mannose-protein mannosyltransferase complex|1|2	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
P47190	PMT3	36	PMT1-PMT2 dolichyl-phosphate-mannose-protein mannosyltransferase complex|1|2;PMT1-PMT3 dolichyl-phosphate-mannose-protein mannosyltransferase complex|1|2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P52867	PMT5	36	PMT1-PMT2 dolichyl-phosphate-mannose-protein mannosyltransferase complex|1|2;PMT1-PMT3 dolichyl-phosphate-mannose-protein mannosyltransferase complex|1|2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q04311	VMS1	29	Ribosome quality control complex|1|6;CDC48-NPL4-UFD1 AAA ATPase complex|1|3;CDC48-NPL4-VMS1 AAA ATPase complex|1|3;CDC48-CDC23-UFD2 complex|1|1	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P38307	DER1	33	Luminal surveillance complex|1|3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q03714	USA1	33	Luminal surveillance complex|1|3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q04228	UBX2	33	Luminal surveillance complex|1|3	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
Q08109	HRD1	33	Luminal surveillance complex|1|3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P12695	LAT1	16	Mitochondrial pyruvate dehydrogenase complex|2|5	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P16387	PDA1	16	Mitochondrial pyruvate dehydrogenase complex|2|5	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE
P16451	PDX1	16	Mitochondrial pyruvate dehydrogenase complex|2|5	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P32473	PDB1	16	Mitochondrial pyruvate dehydrogenase complex|2|5	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE
P38164	SEA4	4	Nuclear pore complex|8|32;Cytoplasmic dynein complex|1| 1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P38742	NPR3	4	Nuclear pore complex|8|32;Cytoplasmic dynein complex|1| 1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P39923	NPR2	4	Nuclear pore complex|8|32;Cytoplasmic dynein complex|1| 1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
P47170	IML1	4	Nuclear pore complex|8|32;Cytoplasmic dynein complex|1| 1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q03897	MTC5	4	Nuclear pore complex|8|32;Cytoplasmic dynein complex|1| 1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q08281	RTC1	4	Nuclear pore complex|8|32;Cytoplasmic dynein complex|1| 1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P07834	CDC4	32	SCF-Ydr131c ubiquitin ligase complex|1|5;SCF-Cdc4 ubiquitin ligase complex|1|5;SCF-Grr1 ubiquitin ligase complex|1|5;SCF-Mdm30 ubiquitin ligase complex|1|5;SCF-Ufo1 ubiquitin ligase complex|1|5;SCF-Das1 ubiquitin ligase complex|1|5;SCF-Met30 ubiquitin ligase complex|1|5;SCF-Dia2 ubiquitin ligase complex|1|5;SCF-Ylr352w ubiquitin ligase complex|1|5;SCF-Saf1 ubiquitin ligase complex|1|5;SCF-Hrt3 ubiquitin ligase complex|1|5;RAVE complex|1|1;CBF3 complex|1|1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P24814	GRR1	32	SCF-Ydr131c ubiquitin ligase complex|1|5;SCF-Cdc4 ubiquitin ligase complex|1|5;SCF-Grr1 ubiquitin ligase complex|1|5;SCF-Mdm30 ubiquitin ligase complex|1|5;SCF-Ufo1 ubiquitin ligase complex|1|5;SCF-Das1 ubiquitin ligase complex|1|5;SCF-Met30 ubiquitin ligase complex|1|5;SCF-Dia2 ubiquitin ligase complex|1|5;SCF-Ylr352w ubiquitin ligase complex|1|5;SCF-Saf1 ubiquitin ligase complex|1|5;SCF-Hrt3 ubiquitin ligase complex|1|5;RAVE complex|1|1;CBF3 complex|1|1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Q05930	MDM30	32	SCF-Ydr131c ubiquitin ligase complex|1|5;SCF-Cdc4 ubiquitin ligase complex|1|5;SCF-Grr1 ubiquitin ligase complex|1|5;SCF-Mdm30 ubiquitin ligase complex|1|5;SCF-Ufo1 ubiquitin ligase complex|1|5;SCF-Das1 ubiquitin ligase complex|1|5;SCF-Met30 ubiquitin ligase complex|1|5;SCF-Dia2 ubiquitin ligase complex|1|5;SCF-Ylr352w ubiquitin ligase complex|1|5;SCF-Saf1 ubiquitin ligase complex|1|5;SCF-Hrt3 ubiquitin ligase complex|1|5;RAVE complex|1|1;CBF3 complex|1|1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Q04511	UFO1	32	SCF-Ydr131c ubiquitin ligase complex|1|5;SCF-Cdc4 ubiquitin ligase complex|1|5;SCF-Grr1 ubiquitin ligase complex|1|5;SCF-Mdm30 ubiquitin ligase complex|1|5;SCF-Ufo1 ubiquitin ligase complex|1|5;SCF-Das1 ubiquitin ligase complex|1|5;SCF-Met30 ubiquitin ligase complex|1|5;SCF-Dia2 ubiquitin ligase complex|1|5;SCF-Ylr352w ubiquitin ligase complex|1|5;SCF-Saf1 ubiquitin ligase complex|1|5;SCF-Hrt3 ubiquitin ligase complex|1|5;RAVE complex|1|1;CBF3 complex|1|1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P47005	DAS1	32	SCF-Ydr131c ubiquitin ligase complex|1|5;SCF-Cdc4 ubiquitin ligase complex|1|5;SCF-Grr1 ubiquitin ligase complex|1|5;SCF-Mdm30 ubiquitin ligase complex|1|5;SCF-Ufo1 ubiquitin ligase complex|1|5;SCF-Das1 ubiquitin ligase complex|1|5;SCF-Met30 ubiquitin ligase complex|1|5;SCF-Dia2 ubiquitin ligase complex|1|5;SCF-Ylr352w ubiquitin ligase complex|1|5;SCF-Saf1 ubiquitin ligase complex|1|5;SCF-Hrt3 ubiquitin ligase complex|1|5;RAVE complex|1|1;CBF3 complex|1|1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P39014	MET30	32	SCF-Ydr131c ubiquitin ligase complex|1|5;SCF-Cdc4 ubiquitin ligase complex|1|5;SCF-Grr1 ubiquitin ligase complex|1|5;SCF-Mdm30 ubiquitin ligase complex|1|5;SCF-Ufo1 ubiquitin ligase complex|1|5;SCF-Das1 ubiquitin ligase complex|1|5;SCF-Met30 ubiquitin ligase complex|1|5;SCF-Dia2 ubiquitin ligase complex|1|5;SCF-Ylr352w ubiquitin ligase complex|1|5;SCF-Saf1 ubiquitin ligase complex|1|5;SCF-Hrt3 ubiquitin ligase complex|1|5;RAVE complex|1|1;CBF3 complex|1|1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q08496	DIA2	32	SCF-Ydr131c ubiquitin ligase complex|1|5;SCF-Cdc4 ubiquitin ligase complex|1|5;SCF-Grr1 ubiquitin ligase complex|1|5;SCF-Mdm30 ubiquitin ligase complex|1|5;SCF-Ufo1 ubiquitin ligase complex|1|5;SCF-Das1 ubiquitin ligase complex|1|5;SCF-Met30 ubiquitin ligase complex|1|5;SCF-Dia2 ubiquitin ligase complex|1|5;SCF-Ylr352w ubiquitin ligase complex|1|5;SCF-Saf1 ubiquitin ligase complex|1|5;SCF-Hrt3 ubiquitin ligase complex|1|5;RAVE complex|1|1;CBF3 complex|1|1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q06479	YLR352W	32	SCF-Ydr131c ubiquitin ligase complex|1|5;SCF-Cdc4 ubiquitin ligase complex|1|5;SCF-Grr1 ubiquitin ligase complex|1|5;SCF-Mdm30 ubiquitin ligase complex|1|5;SCF-Ufo1 ubiquitin ligase complex|1|5;SCF-Das1 ubiquitin ligase complex|1|5;SCF-Met30 ubiquitin ligase complex|1|5;SCF-Dia2 ubiquitin ligase complex|1|5;SCF-Ylr352w ubiquitin ligase complex|1|5;SCF-Saf1 ubiquitin ligase complex|1|5;SCF-Hrt3 ubiquitin ligase complex|1|5;RAVE complex|1|1;CBF3 complex|1|1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P38352	SAF1	32	SCF-Ydr131c ubiquitin ligase complex|1|5;SCF-Cdc4 ubiquitin ligase complex|1|5;SCF-Grr1 ubiquitin ligase complex|1|5;SCF-Mdm30 ubiquitin ligase complex|1|5;SCF-Ufo1 ubiquitin ligase complex|1|5;SCF-Das1 ubiquitin ligase complex|1|5;SCF-Met30 ubiquitin ligase complex|1|5;SCF-Dia2 ubiquitin ligase complex|1|5;SCF-Ylr352w ubiquitin ligase complex|1|5;SCF-Saf1 ubiquitin ligase complex|1|5;SCF-Hrt3 ubiquitin ligase complex|1|5;RAVE complex|1|1;CBF3 complex|1|1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q12347	HRT3	32	SCF-Ydr131c ubiquitin ligase complex|1|5;SCF-Cdc4 ubiquitin ligase complex|1|5;SCF-Grr1 ubiquitin ligase complex|1|5;SCF-Mdm30 ubiquitin ligase complex|1|5;SCF-Ufo1 ubiquitin ligase complex|1|5;SCF-Das1 ubiquitin ligase complex|1|5;SCF-Met30 ubiquitin ligase complex|1|5;SCF-Dia2 ubiquitin ligase complex|1|5;SCF-Ylr352w ubiquitin ligase complex|1|5;SCF-Saf1 ubiquitin ligase complex|1|5;SCF-Hrt3 ubiquitin ligase complex|1|5;RAVE complex|1|1;CBF3 complex|1|1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Q04781	RKR1	29	Ribosome quality control complex|1|6;CDC48-NPL4-UFD1 AAA ATPase complex|1|3;CDC48-NPL4-VMS1 AAA ATPase complex|1|3;CDC48-CDC23-UFD2 complex|1|1	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Q05468	RQC1	29	Ribosome quality control complex|1|6;CDC48-NPL4-UFD1 AAA ATPase complex|1|3;CDC48-NPL4-VMS1 AAA ATPase complex|1|3;CDC48-CDC23-UFD2 complex|1|1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q12532	RQC2	29	Ribosome quality control complex|1|6;CDC48-NPL4-UFD1 AAA ATPase complex|1|3;CDC48-NPL4-VMS1 AAA ATPase complex|1|3;CDC48-CDC23-UFD2 complex|1|1	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P00830	ATP2	104	Mitochondrial proton-transporting ATP synthase complex|2|17	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
P00854	ATP6	104	Mitochondrial proton-transporting ATP synthase complex|2|17	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P00856	ATP8	104	Mitochondrial proton-transporting ATP synthase complex|2|17	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
P05626	ATP4	104	Mitochondrial proton-transporting ATP synthase complex|2|17	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P07251	ATP1	104	Mitochondrial proton-transporting ATP synthase complex|2|17	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE
P09457	ATP5	104	Mitochondrial proton-transporting ATP synthase complex|2|17	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P21306	ATP15	104	Mitochondrial proton-transporting ATP synthase complex|2|17	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P30902	ATP7	104	Mitochondrial proton-transporting ATP synthase complex|2|17	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P38077	ATP3	104	Mitochondrial proton-transporting ATP synthase complex|2|17	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P61829	OLI1	104	Mitochondrial proton-transporting ATP synthase complex|2|17	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P81449	TIM11	104	Mitochondrial proton-transporting ATP synthase complex|2|17	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P81450	ATP18	104	Mitochondrial proton-transporting ATP synthase complex|2|17	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P81451	ATP19	104	Mitochondrial proton-transporting ATP synthase complex|2|17	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
Q06405	ATP17	104	Mitochondrial proton-transporting ATP synthase complex|2|17	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Q12165	ATP16	104	Mitochondrial proton-transporting ATP synthase complex|2|17	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Q12233	ATP20	104	Mitochondrial proton-transporting ATP synthase complex|2|17	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Q12349	ATP14	104	Mitochondrial proton-transporting ATP synthase complex|2|17	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
