Protein	Gene	Cluster	Complex	Detected_WT	Detected_M	Abundance_Change_WT	Abundance_Change_M	LiP_Change_WT	LiP_Change_M	FiLiP_Change_WT	FiLiP_Change_M	high_confidence_FiLiP_WT	high_confidence_FiLiP_M	Gcn5_target	SAGA_transcript
Q03899	YDR131C	2	SCF-Ydr131c ubiquitin ligase complex|1|5;SCF-Cdc4 ubiquitin ligase complex|1|5;SCF-Grr1 ubiquitin ligase complex|1|5;SCF-Mdm30 ubiquitin ligase complex|1|5;SCF-Ufo1 ubiquitin ligase complex|1|5;SCF-Das1 ubiquitin ligase complex|1|5;SCF-Met30 ubiquitin ligase complex|1|5;SCF-Dia2 ubiquitin ligase complex|1|5;SCF-Ylr352w ubiquitin ligase complex|1|5;SCF-Saf1 ubiquitin ligase complex|1|5;SCF-Hrt3 ubiquitin ligase complex|1|5;CBF3 complex|1|4;RAVE complex|1|3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q12018	CDC53	2	SCF-Ydr131c ubiquitin ligase complex|1|5;SCF-Cdc4 ubiquitin ligase complex|1|5;SCF-Grr1 ubiquitin ligase complex|1|5;SCF-Mdm30 ubiquitin ligase complex|1|5;SCF-Ufo1 ubiquitin ligase complex|1|5;SCF-Das1 ubiquitin ligase complex|1|5;SCF-Met30 ubiquitin ligase complex|1|5;SCF-Dia2 ubiquitin ligase complex|1|5;SCF-Ylr352w ubiquitin ligase complex|1|5;SCF-Saf1 ubiquitin ligase complex|1|5;SCF-Hrt3 ubiquitin ligase complex|1|5;CBF3 complex|1|4;RAVE complex|1|3	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P14907	NSP1	7	Nuclear pore complex|3|32	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
P20676	NUP1	7	Nuclear pore complex|3|32	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P32499	NUP2	7	Nuclear pore complex|3|32	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
P32500	NDC1	7	Nuclear pore complex|3|32	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P34077	NIC96	7	Nuclear pore complex|3|32	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
P35729	NUP120	7	Nuclear pore complex|3|32	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
P36161	NUP133	7	Nuclear pore complex|3|32	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P38181	NUP170	7	Nuclear pore complex|3|32	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P39685	POM152	7	Nuclear pore complex|3|32	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
P39705	NUP60	7	Nuclear pore complex|3|32	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
P40064	NUP157	7	Nuclear pore complex|3|32	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P40066	GLE2	7	Nuclear pore complex|3|32	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P40368	NUP82	7	Nuclear pore complex|3|32	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P40457	MLP2	7	Nuclear pore complex|3|32	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P40477	NUP159	7	Nuclear pore complex|3|32	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
P46673	NUP85	7	Nuclear pore complex|3|32	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P47054	NUP192	7	Nuclear pore complex|3|32	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P48837	NUP57	7	Nuclear pore complex|3|32	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P49686	NUP42	7	Nuclear pore complex|3|32	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P52593	NUP188	7	Nuclear pore complex|3|32	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
P52891	NUP84	7	Nuclear pore complex|3|32	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P53011	SEH1	7	Nuclear pore complex|3|32	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q02199	NUP49	7	Nuclear pore complex|3|32	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q02455	MLP1	7	Nuclear pore complex|3|32	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q02629	NUP100	7	Nuclear pore complex|3|32	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q02630	NUP116	7	Nuclear pore complex|3|32	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q03790	NUP53	7	Nuclear pore complex|3|32	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q04491	SEC13	7	Nuclear pore complex|3|32	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q05166	ASM4	7	Nuclear pore complex|3|32	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q12315	GLE1	7	Nuclear pore complex|3|32	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q12445	POM34	7	Nuclear pore complex|3|32	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P36095	VPS24	301	ESCRT-III complex|1|4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P36108	DID4	301	ESCRT-III complex|1|4	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P39929	SNF7	301	ESCRT-III complex|1|4	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Q04272	VPS20	301	ESCRT-III complex|1|4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P47104	RAV1	2	SCF-Ydr131c ubiquitin ligase complex|1|5;SCF-Cdc4 ubiquitin ligase complex|1|5;SCF-Grr1 ubiquitin ligase complex|1|5;SCF-Mdm30 ubiquitin ligase complex|1|5;SCF-Ufo1 ubiquitin ligase complex|1|5;SCF-Das1 ubiquitin ligase complex|1|5;SCF-Met30 ubiquitin ligase complex|1|5;SCF-Dia2 ubiquitin ligase complex|1|5;SCF-Ylr352w ubiquitin ligase complex|1|5;SCF-Saf1 ubiquitin ligase complex|1|5;SCF-Hrt3 ubiquitin ligase complex|1|5;CBF3 complex|1|4;RAVE complex|1|3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q03956	RAV2	2	SCF-Ydr131c ubiquitin ligase complex|1|5;SCF-Cdc4 ubiquitin ligase complex|1|5;SCF-Grr1 ubiquitin ligase complex|1|5;SCF-Mdm30 ubiquitin ligase complex|1|5;SCF-Ufo1 ubiquitin ligase complex|1|5;SCF-Das1 ubiquitin ligase complex|1|5;SCF-Met30 ubiquitin ligase complex|1|5;SCF-Dia2 ubiquitin ligase complex|1|5;SCF-Ylr352w ubiquitin ligase complex|1|5;SCF-Saf1 ubiquitin ligase complex|1|5;SCF-Hrt3 ubiquitin ligase complex|1|5;CBF3 complex|1|4;RAVE complex|1|3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
O74700	TIM9	192	TIM22 mitochondrial inner membrane twin-pore carrier translocase complex|2|6;TIM9-TIM10-TIM12 mitochondrial intermembrane space protein transporter complex|2|3;TIM9-TIM10 mitochondrial intermembrane space protein transporter complex|2|2	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
P32830	TIM12	192	TIM22 mitochondrial inner membrane twin-pore carrier translocase complex|2|6;TIM9-TIM10-TIM12 mitochondrial intermembrane space protein transporter complex|2|3;TIM9-TIM10 mitochondrial intermembrane space protein transporter complex|2|2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P47045	TIM54	192	TIM22 mitochondrial inner membrane twin-pore carrier translocase complex|2|6;TIM9-TIM10-TIM12 mitochondrial intermembrane space protein transporter complex|2|3;TIM9-TIM10 mitochondrial intermembrane space protein transporter complex|2|2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P87108	TIM10	192	TIM22 mitochondrial inner membrane twin-pore carrier translocase complex|2|6;TIM9-TIM10-TIM12 mitochondrial intermembrane space protein transporter complex|2|3;TIM9-TIM10 mitochondrial intermembrane space protein transporter complex|2|2	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
Q08749	TIM18	192	TIM22 mitochondrial inner membrane twin-pore carrier translocase complex|2|6;TIM9-TIM10-TIM12 mitochondrial intermembrane space protein transporter complex|2|3;TIM9-TIM10 mitochondrial intermembrane space protein transporter complex|2|2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q12328	TIM22	192	TIM22 mitochondrial inner membrane twin-pore carrier translocase complex|2|6;TIM9-TIM10-TIM12 mitochondrial intermembrane space protein transporter complex|2|3;TIM9-TIM10 mitochondrial intermembrane space protein transporter complex|2|2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
P14736	RAD4	23	Peptide:N-glycanase-Rad23 complex|1|2;CDC48-CDC23-UFD2 complex|1|2;Nucleotide excision repair factor 2 complex|1|2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P11747	TAF13	4	SAGA complex|1|20;SLIK (SAGA-like) complex|0| 0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P23255	TAF2	4	SAGA complex|1|20;SLIK (SAGA-like) complex|0| 0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P46677	TAF1	4	SAGA complex|1|20;SLIK (SAGA-like) complex|0| 0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P50105	TAF4	4	SAGA complex|1|20;SLIK (SAGA-like) complex|0| 0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q03750	TAF8	4	SAGA complex|1|20;SLIK (SAGA-like) complex|0| 0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q04226	TAF11	4	SAGA complex|1|20;SLIK (SAGA-like) complex|0| 0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q05021	TAF7	4	SAGA complex|1|20;SLIK (SAGA-like) complex|0| 0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q12297	TAF3	4	SAGA complex|1|20;SLIK (SAGA-like) complex|0| 0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
P21374	ISY1	40	U4/U6.U5 tri-snRNP complex|2|28;U4/U6 snRNP|2|17;U6 snRNP complex|2| 8;LSM1-7-PAT1 complex|2| 8;LSM2-8 complex|2| 7;LSM1-7 complex|2| 7;LSM2-7 complex|2| 6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P24384	PRP22	40	U4/U6.U5 tri-snRNP complex|2|28;U4/U6 snRNP|2|17;U6 snRNP complex|2| 8;LSM1-7-PAT1 complex|2| 8;LSM2-8 complex|2| 7;LSM1-7 complex|2| 7;LSM2-7 complex|2| 6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P25337	BUD31	40	U4/U6.U5 tri-snRNP complex|2|28;U4/U6 snRNP|2|17;U6 snRNP complex|2| 8;LSM1-7-PAT1 complex|2| 8;LSM2-8 complex|2| 7;LSM1-7 complex|2| 7;LSM2-7 complex|2| 6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P28004	PRP45	40	U4/U6.U5 tri-snRNP complex|2|28;U4/U6 snRNP|2|17;U6 snRNP complex|2| 8;LSM1-7-PAT1 complex|2| 8;LSM2-8 complex|2| 7;LSM1-7 complex|2| 7;LSM2-7 complex|2| 6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P28320	YJU2	40	U4/U6.U5 tri-snRNP complex|2|28;U4/U6 snRNP|2|17;U6 snRNP complex|2| 8;LSM1-7-PAT1 complex|2| 8;LSM2-8 complex|2| 7;LSM1-7 complex|2| 7;LSM2-7 complex|2| 6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P32523	PRP19	40	U4/U6.U5 tri-snRNP complex|2|28;U4/U6 snRNP|2|17;U6 snRNP complex|2| 8;LSM1-7-PAT1 complex|2| 8;LSM2-8 complex|2| 7;LSM1-7 complex|2| 7;LSM2-7 complex|2| 6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P38241	ECM2	40	U4/U6.U5 tri-snRNP complex|2|28;U4/U6 snRNP|2|17;U6 snRNP complex|2| 8;LSM1-7-PAT1 complex|2| 8;LSM2-8 complex|2| 7;LSM1-7 complex|2| 7;LSM2-7 complex|2| 6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P38302	NTC20	40	U4/U6.U5 tri-snRNP complex|2|28;U4/U6 snRNP|2|17;U6 snRNP complex|2| 8;LSM1-7-PAT1 complex|2| 8;LSM2-8 complex|2| 7;LSM1-7 complex|2| 7;LSM2-7 complex|2| 6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P40968	CDC40	40	U4/U6.U5 tri-snRNP complex|2|28;U4/U6 snRNP|2|17;U6 snRNP complex|2| 8;LSM1-7-PAT1 complex|2| 8;LSM2-8 complex|2| 7;LSM1-7 complex|2| 7;LSM2-7 complex|2| 6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P52868	CWC23	40	U4/U6.U5 tri-snRNP complex|2|28;U4/U6 snRNP|2|17;U6 snRNP complex|2| 8;LSM1-7-PAT1 complex|2| 8;LSM2-8 complex|2| 7;LSM1-7 complex|2| 7;LSM2-7 complex|2| 6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P53277	SYF2	40	U4/U6.U5 tri-snRNP complex|2|28;U4/U6 snRNP|2|17;U6 snRNP complex|2| 8;LSM1-7-PAT1 complex|2| 8;LSM2-8 complex|2| 7;LSM1-7 complex|2| 7;LSM2-7 complex|2| 6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P53333	CWC22	40	U4/U6.U5 tri-snRNP complex|2|28;U4/U6 snRNP|2|17;U6 snRNP complex|2| 8;LSM1-7-PAT1 complex|2| 8;LSM2-8 complex|2| 7;LSM1-7 complex|2| 7;LSM2-7 complex|2| 6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P53769	CWC24	40	U4/U6.U5 tri-snRNP complex|2|28;U4/U6 snRNP|2|17;U6 snRNP complex|2| 8;LSM1-7-PAT1 complex|2| 8;LSM2-8 complex|2| 7;LSM1-7 complex|2| 7;LSM2-7 complex|2| 6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P53854	CWC25	40	U4/U6.U5 tri-snRNP complex|2|28;U4/U6 snRNP|2|17;U6 snRNP complex|2| 8;LSM1-7-PAT1 complex|2| 8;LSM2-8 complex|2| 7;LSM1-7 complex|2| 7;LSM2-7 complex|2| 6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q02521	SPP2	40	U4/U6.U5 tri-snRNP complex|2|28;U4/U6 snRNP|2|17;U6 snRNP complex|2| 8;LSM1-7-PAT1 complex|2| 8;LSM2-8 complex|2| 7;LSM1-7 complex|2| 7;LSM2-7 complex|2| 6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q02770	CWC27	40	U4/U6.U5 tri-snRNP complex|2|28;U4/U6 snRNP|2|17;U6 snRNP complex|2| 8;LSM1-7-PAT1 complex|2| 8;LSM2-8 complex|2| 7;LSM1-7 complex|2| 7;LSM2-7 complex|2| 6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q02775	SLU7	40	U4/U6.U5 tri-snRNP complex|2|28;U4/U6 snRNP|2|17;U6 snRNP complex|2| 8;LSM1-7-PAT1 complex|2| 8;LSM2-8 complex|2| 7;LSM1-7 complex|2| 7;LSM2-7 complex|2| 6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q03375	CWC21	40	U4/U6.U5 tri-snRNP complex|2|28;U4/U6 snRNP|2|17;U6 snRNP complex|2| 8;LSM1-7-PAT1 complex|2| 8;LSM2-8 complex|2| 7;LSM1-7 complex|2| 7;LSM2-7 complex|2| 6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
Q03654	CEF1	40	U4/U6.U5 tri-snRNP complex|2|28;U4/U6 snRNP|2|17;U6 snRNP complex|2| 8;LSM1-7-PAT1 complex|2| 8;LSM2-8 complex|2| 7;LSM1-7 complex|2| 7;LSM2-7 complex|2| 6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q03772	CWC15	40	U4/U6.U5 tri-snRNP complex|2|28;U4/U6 snRNP|2|17;U6 snRNP complex|2| 8;LSM1-7-PAT1 complex|2| 8;LSM2-8 complex|2| 7;LSM1-7 complex|2| 7;LSM2-7 complex|2| 6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q04048	SYF1	40	U4/U6.U5 tri-snRNP complex|2|28;U4/U6 snRNP|2|17;U6 snRNP complex|2| 8;LSM1-7-PAT1 complex|2| 8;LSM2-8 complex|2| 7;LSM1-7 complex|2| 7;LSM2-7 complex|2| 6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q06091	SNT309	40	U4/U6.U5 tri-snRNP complex|2|28;U4/U6 snRNP|2|17;U6 snRNP complex|2| 8;LSM1-7-PAT1 complex|2| 8;LSM2-8 complex|2| 7;LSM1-7 complex|2| 7;LSM2-7 complex|2| 6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q12046	CWC2	40	U4/U6.U5 tri-snRNP complex|2|28;U4/U6 snRNP|2|17;U6 snRNP complex|2| 8;LSM1-7-PAT1 complex|2| 8;LSM2-8 complex|2| 7;LSM1-7 complex|2| 7;LSM2-7 complex|2| 6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q12309	CLF1	40	U4/U6.U5 tri-snRNP complex|2|28;U4/U6 snRNP|2|17;U6 snRNP complex|2| 8;LSM1-7-PAT1 complex|2| 8;LSM2-8 complex|2| 7;LSM1-7 complex|2| 7;LSM2-7 complex|2| 6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Q12417	PRP46	40	U4/U6.U5 tri-snRNP complex|2|28;U4/U6 snRNP|2|17;U6 snRNP complex|2| 8;LSM1-7-PAT1 complex|2| 8;LSM2-8 complex|2| 7;LSM1-7 complex|2| 7;LSM2-7 complex|2| 6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P32074	SEC21	206	COPI vesicle coat complex|4|7	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
P40509	SEC28	206	COPI vesicle coat complex|4|7	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
P41810	SEC26	206	COPI vesicle coat complex|4|7	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P41811	SEC27	206	COPI vesicle coat complex|4|7	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
P43621	RET2	206	COPI vesicle coat complex|4|7	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
P53600	RET3	206	COPI vesicle coat complex|4|7	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P53622	COP1	206	COPI vesicle coat complex|4|7	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
P07703	RPC40	72	DNA-directed RNA polymerase III complex|4|17;DNA-directed RNA Polymerase I complex|4|14;DNA-directed RNA polymerase II complex|2|10	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
P10964	RPA190	72	DNA-directed RNA polymerase III complex|4|17;DNA-directed RNA Polymerase I complex|4|14;DNA-directed RNA polymerase II complex|2|10	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P20434	RPB5	72	DNA-directed RNA polymerase III complex|4|17;DNA-directed RNA Polymerase I complex|4|14;DNA-directed RNA polymerase II complex|2|10	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
P20435	RPO26	72	DNA-directed RNA polymerase III complex|4|17;DNA-directed RNA Polymerase I complex|4|14;DNA-directed RNA polymerase II complex|2|10	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
P20436	RPB8	72	DNA-directed RNA polymerase III complex|4|17;DNA-directed RNA Polymerase I complex|4|14;DNA-directed RNA polymerase II complex|2|10	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE
P22138	RPA135	72	DNA-directed RNA polymerase III complex|4|17;DNA-directed RNA Polymerase I complex|4|14;DNA-directed RNA polymerase II complex|2|10	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P22139	RPB10	72	DNA-directed RNA polymerase III complex|4|17;DNA-directed RNA Polymerase I complex|4|14;DNA-directed RNA polymerase II complex|2|10	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
P28000	RPC19	72	DNA-directed RNA polymerase III complex|4|17;DNA-directed RNA Polymerase I complex|4|14;DNA-directed RNA polymerase II complex|2|10	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
P32529	RPA12	72	DNA-directed RNA polymerase III complex|4|17;DNA-directed RNA Polymerase I complex|4|14;DNA-directed RNA polymerase II complex|2|10	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P40422	RPC10	72	DNA-directed RNA polymerase III complex|4|17;DNA-directed RNA Polymerase I complex|4|14;DNA-directed RNA polymerase II complex|2|10	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P46669	RPA43	72	DNA-directed RNA polymerase III complex|4|17;DNA-directed RNA Polymerase I complex|4|14;DNA-directed RNA polymerase II complex|2|10	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
P47006	RPA34	72	DNA-directed RNA polymerase III complex|4|17;DNA-directed RNA Polymerase I complex|4|14;DNA-directed RNA polymerase II complex|2|10	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P50106	RPA14	72	DNA-directed RNA polymerase III complex|4|17;DNA-directed RNA Polymerase I complex|4|14;DNA-directed RNA polymerase II complex|2|10	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
Q01080	RPA49	72	DNA-directed RNA polymerase III complex|4|17;DNA-directed RNA Polymerase I complex|4|14;DNA-directed RNA polymerase II complex|2|10	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
P06700	SIR2	27	RENT complex|1|3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
